db_id,playlist_id,name,description,category,video_count,created_at,last_updated,classification_source,human_verified,is_human_validated,competitor_id,competitor_name,country
256,PL4_9YHQqdJeCHqkCJgjTImUdtIbiwPJ_f,Les Hébergements - Cottages à Center Parcs,"Découvrez nos différents hébergements à Center Parcs : cottages de 2 à 12 personnes, chambres d'hôtel ou hébergements insolites, vous trouverez forcément votre bonheur ! Ces hébergements entièrement équipés à la décoration raffinée sont idéals pour accueillir toute votre famille pour des vacances, ensemble, au cœur de la nature, dans la forêt.",hub,9,2025-07-11 19:53:29.416009,2025-07-21 22:07:47,ai,False,False,5,Center Parcs France,France
46,PL0i3nKXRS-DDQFW17Va95WJJ8pO9TyUYJ,That's l'Esprit Libre,"New image, new campaign: Over 70 years after its inception, Club Med enters a new era with
the ambition of raising awareness about its unique lifestyle. Fresher, freer, elevated —That's l'Esprit Libre.",hero,9,2025-07-05 17:34:20.952135,2025-07-21 22:07:47,ai,False,False,6,Club Med,France
32,PL73P7QjiWmZhYf1SDk7e0pmKPk_7_wP2y,Parken in Friesland en Groningen (NL),Video-impressies van de in Friesland en Groningen gelegen parken van Landal GreenParks.,hub,9,2025-07-05 17:12:55.885099,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
4,PLQF0g2Fjoa9Rx3kBJ1bPqk7VoVRjDjEUL,Tina Fey books whoever she wants to be,"Tina Fey hires body doubles to help her experience the amazing accommodations on Booking.com. Watch the epicness unfold. With so many possibilities on Booking.com, you can book whoever you want to be.

Booking.com: Making it easier for everyone to experience the world with hotels, vacation homes and more.",hero,9,2025-07-05 16:48:04.248788,2025-07-05 17:48:24.763411,ai,False,False,8,Booking.com,International
6,PLQF0g2Fjoa9S0vwONRLq3XthNEeDLiZlj,Experience Major League Baseball with Booking.com,"Turn your love for baseball into an unforgettable travel experience with thousands of great stays across the USA, from iconic stadiums to charming baseball towns. Join us as we experience the excitement of MLB Opening Weekend, All-Star Weekend, and the Division Series with some of your favorite legends like Ken Griffey Jr. Because where there’s MLB, there’s Booking.com. 

Booking.com - Official partner of Major League Baseball.",hero,9,2025-07-05 16:48:04.248942,2025-07-21 22:07:47,ai,False,False,8,Booking.com,International
9,PLQF0g2Fjoa9RKkKxU1vZShCcT7Os1HAzI,One Mission,,hub,9,2025-07-05 16:48:04.249066,2025-07-05 17:48:24.764290,ai,False,False,8,Booking.com,International
224,PLjjUTxMsgMmd8HIwQqWbBn4FhHITOtOUX,Vloggers op vakantie,Bekijk hoe de Vakantie Vloggers tijdens hun vakantie in een Center Parcs vakantiepark quality time doorbrengen met elkaar. Van het uitproberen van verschillende restaurants tot het doen van de meest uitdagende activiteiten. Ontdek hoeveel lol de families samen hebben!,hub,9,2025-07-09 20:17:20.313699,2025-07-21 22:07:47,ai,False,False,9,Center Parcs,Netherlands
89,PLngX0v3VjNHKPGSispCWihO5vs4e-wJOQ,Muziek & dansen,Zing en dans je mee?,hub,9,2025-07-09 19:22:44.086732,2025-07-21 22:07:47,ai,False,False,11,Roompot,Netherlands
90,PLngX0v3VjNHKT1o4txGooC5VRTfXtRyhD,Arts & Crafts | Knutselen,,hub,9,2025-07-09 19:22:44.086769,2025-07-21 22:07:47,ai,False,False,11,Roompot,Netherlands
260,PLZdK_emUC9UwnhvbgVN7pGvPi9Hjs3VGS,Homair : 140 destinations en Europe,,hero,9,2025-07-12 22:52:54.963249,2025-07-21 22:07:47,human,True,False,16,HOMAIR,France
166,PLdgCSoJzrmKGU2FdnSzh6dpEJPijcxkl9,Local Lens,Exploring the world’s most interesting destinations through the lens of a talented local.,hub,8,2025-07-09 19:53:43.343722,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
150,PLu_CKZK3SEq8CNar_cyl3zPxt49c7F66C,Marriott Meeting Service Apps,Looking to manage your meetings and events without ever leaving your seat? Check out all of the great Marriott Meeting Service's Apps available at your fingertips! Subscribe to Marriott on YouTube - http://bit.ly/1tNA6dY,help,8,2025-07-09 19:38:41.988970,2025-07-09 22:15:22.946856,ai,False,False,4,Marriott Bonvoy,International
152,PLu_CKZK3SEq8nv1uze1Ozh9EPDO0_GgPJ,Travel Itinerary Ideas & Inspiration,"From Sonoma Valley to Vienna, these videos highlight authentic and culturally rich destinations we recommend you visit on your next trip! 

Subscribe to Marriott on YouTube - http://bit.ly/1tNA6dY",hero,8,2025-07-09 19:38:41.989048,2025-07-09 22:15:22.958081,ai,False,False,4,Marriott Bonvoy,International
153,PLu_CKZK3SEq_cqg3D55Zk9-kHFYr1hvgn,Hotel Travel Apps & Innovations,Subscribe to Marriott on YouTube - http://bit.ly/1tNA6dY,hero,8,2025-07-09 19:38:41.989082,2025-07-09 22:15:22.961946,ai,False,False,4,Marriott Bonvoy,International
225,PLjjUTxMsgMmdbI-CGvJXBNoSHWiI-Ybym,Vakantieparken Frankrijk | Center Parcs,"Ontdek de unieke regio’s tijdens een vakantie in Frankrijk. Van prachtige kastelen tot Disneyland® Paris. Beleef samen een actieve of ontspannende vakantie! 

Lees hier alles over een vakantie in Frankrijk: https://www.centerparcs.nl/nl-nl/co_vakantiepark-frankrijk",hero,8,2025-07-09 20:17:20.313731,2025-07-21 22:07:47,ai,False,False,9,Center Parcs,Netherlands
85,PLngX0v3VjNHLaGruBT1FIxot0RbRk1Aw6,Koos Animations,,hub,8,2025-07-09 19:22:44.086537,2025-07-21 22:07:47,ai,False,False,11,Roompot,Netherlands
283,PLZkZsSK33kzJly9vY67TIuP1OCILzBpDR,"Belambra Clubs, N°1 des clubs de vacances en France","Passez des vacances exceptionnelles en famille
chez Belambra Clubs ! Des vacances dans les plus beaux endroits de France, des souvenirs plein la tête et des émotions pour toute l’année.",hub,8,2025-07-12 22:55:05.369763,2025-07-21 22:07:47,ai,False,False,14,Belambra,France
324,PLOZNuB-7l6V4GtPeWuckGC5rOP5BDD0uL,Découvrez nos mobil homes !,,,8,2025-07-12 22:55:20.713491,2025-07-21 22:07:47,ai,False,False,15,Siblu Villages,France
316,PLIqGTcxAg1TVBP-Sp7SVdw6rH2rSxOm_N,Social Impact,,,8,2025-07-12 22:55:17.008532,2025-07-21 22:07:47,ai,False,False,19,Marriott International,International
157,PLdgCSoJzrmKGcUt3MOiQd-OB8S16hR747,UK DC NMW Microstories 2025,,hub,7,2025-07-09 19:53:43.342693,2025-07-09 22:15:22.142436,ai,False,False,1,Expedia,International
164,PLdgCSoJzrmKG-hoBJ4zdNdz3Tr5h_vqJw,Travel Tips,"Experienced travelers share their personal travel tips, hacks and advice.",help,7,2025-07-09 19:53:43.343688,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
200,PLdgCSoJzrmKEQ6PKvptpZh3grDr3NhJ7c,One Day in One Minute: Little City Series,,hub,7,2025-07-09 19:53:43.344376,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
109,PLu_CKZK3SEq-TtT0AC5GOs51R31zTUynJ,60 Seconds In,"Join us for 60 Seconds In interesting destinations, guided by everyday people and their stories.",hub,7,2025-07-09 19:38:41.984947,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
114,PLu_CKZK3SEq9p7taYlmVo9o8KYQFNpA0-,Splash into Summer,,hub,7,2025-07-09 19:38:41.985468,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
22,PL73P7QjiWmZijz_fTlTUToYENxzs-Qhe6,Parken in Denemarken,,hub,7,2025-07-05 17:12:55.884376,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
23,PL73P7QjiWmZjk6wyVc0LBpY80GIGE-WGp,Ontdek het met Ruben Smit,,hub,7,2025-07-05 17:12:55.884416,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
36,PL386D8CA01B5203C6,Parken in Overijssel (NL),Video-impressies van de in Overijssel gelegen parken van Landal GreenParks.,hub,7,2025-07-05 17:12:55.885441,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
42,PL8433D3D2C71BEEB0,Parken in België,Video-impressies van de in België gelegen parken van Landal GreenParks.,hub,7,2025-07-05 17:12:55.885674,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
207,PLjjUTxMsgMmck_2XcYB8lnQsOoLcpNXAt,Zen op Zondag,,hub,7,2025-07-09 20:17:20.311798,2025-07-21 22:07:47,ai,False,False,9,Center Parcs,Netherlands
222,PLjjUTxMsgMmc_Mk6FkdqAfQS6QxDLEK4B,Uitvogelen,"Ook nieuwsgierig hoe iets werkt in Center Parcs? Uitvogelaar Suzanne neemt je mee op pad! Ze zoekt onder andere uit hoe een wildwaterbaan werkt, hoe je een indoor jungle levend houdt en hoe je in de vakantiestemming komt. Suzanne weet het uiteindelijk altijd uit te vogelen. Nieuwsgierig? Ga met haar mee op ontdekkingstocht.",hub,7,2025-07-09 20:17:20.313637,2025-07-09 22:15:22.053626,ai,False,False,9,Center Parcs,Netherlands
226,PLjjUTxMsgMmeezQZ4OV49LQePR5y2hbQl,Vakantieparken Duitsland | Center Parcs,"Beleef een mooie tijd samen tijdens een familievakantie in Duitsland. Ontdek de prachtige Duitse natuurgebieden, gezellige dorpjes, het vulkaanlandschap, de kust en gebergtes. Ga voor een weekendje weg of een langere vakantie. In Duitsland is er genoeg te beleven, voor iedereen! 

Lees hier alles over een vakantie in Duitsland: https://www.centerparcs.nl/nl-nl/co_vakantiepark-duitsland",hero,7,2025-07-09 20:17:20.313766,2025-07-21 22:07:47,ai,False,False,9,Center Parcs,Netherlands
227,PLjjUTxMsgMmfIqGxTjYiHqCIUhF6xC34e,Vakantieparken België | Center Parcs,"Beleef samen een heerlijke familievakantie in België. Ontdek de bosrijke gebieden of geniet van de verre zeegezichten aan de kust. In België is jouw vakantie een perfecte mix van actie en rust!

Lees hier alles over een vakantie in België:
https://www.centerparcs.nl/nl-nl/co_vakantiepark-belgie",help,7,2025-07-09 20:17:20.313796,2025-07-21 22:07:47,ai,False,False,9,Center Parcs,Netherlands
101,PLSJ_YwCMBTtYYjczlqcsAKvMBRZCF0bfY,VVF SERIES - Là où tout commence...,"Se recentrer sur les choses simples... Renouer avec ce qui nous entour...
Voilà qui fait sens ! Nos vacances sont le point de départ pour vos expériences insolites et passionnantes. 
Découvrez ""VVF Séries"", nos web-reportages qui vont vous inspirer dans le choix de vos vacances.",hub,7,2025-07-09 19:36:43.349021,2025-07-09 22:15:23.075901,ai,False,False,10,VVF,France
87,PLngX0v3VjNHJkvJPSCFPFdKUFIcuaZ4G_,Koos Voorleesverhalen,,hub,7,2025-07-09 19:22:44.086657,2025-07-21 22:07:47,ai,False,False,11,Roompot,Netherlands
88,PLngX0v3VjNHKgAi7EYYXYmkyj2Mc7U3rI,Koos Bedtime Story's,,hub,7,2025-07-09 19:22:44.086695,2025-07-21 22:07:47,ai,False,False,11,Roompot,Netherlands
233,PLe_YVMnS1oXa5cxexm6FhshHP-F9K85Kh,Hosting Tools,,help,7,2025-07-11 12:28:06.113702,2025-07-21 22:07:47,human,True,False,13,Airbnb,International
301,PLXwBZNgnDXtXKRsQzIADfg_5IwpkSIF4H,Les Villages Huttopia aux USA et Canada,"In The World Of Huttopia...
Nature is the only luxury
For 20 years, Huttopia has sought out unique natural sites and landscapes.
A forest, an unspoilt location, a unique view, a tranquil setting and endless nature… You are at Huttopia!

Get away from it all!
The mind is at rest, turned to the sound of the breeze in the trees, and different experiences… At Huttopia, you can disconnect from daily life and reconnect with your loved ones.

A promise: authenticity
Camp with your tent or motorhome on natural sites or make the most of our aesthetic and comfortable ready-to-camp accommodation (wood and canvas): a promise of authentic holidays in the most beautiful regions of France.

Comfort, at its most simple
We strive to offer a new Art of Camping combined with simple comfort, based on the essentials. A comfy bed, a good mattress, sometimes a bathroom (but not always!), a wood stove… and environmentally-friendly innovations that will make your holidays even easier.

Turn your holiday into an adventure…
Visit a region and discover everything it has to offer, try an original activity, make new friends, sample a local speciality … In the Huttopia world, every day is a discovery.

A sustainable vision
Huttopia offers campings and villages that minimize their impact on the local surroundings and favour an approach towards greater sustainability.",hub,7,2025-07-12 22:55:14.173513,2025-07-21 22:07:47,ai,False,False,17,Huttopia Campings & Villages,France
156,PLdgCSoJzrmKFpK3xcvgaKWISlagMKn9Zd,SG DC NMW Microstories 2025,,hub,6,2025-07-09 19:53:43.341387,2025-07-09 22:15:22.138993,ai,False,False,1,Expedia,International
165,PLdgCSoJzrmKH04tUD-X0EfUI-NKZvTYhe,Where To: Canada,"Expedia and Destination Canada present Where To, a series about going beyond the expected search results of travel.",hub,6,2025-07-09 19:53:43.343705,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
169,PLdgCSoJzrmKEBIrj5L1vkdphAmbkrotlD,Collaborations | Expedia Travel Partners,,hero,6,2025-07-09 19:53:43.343771,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
196,PLdgCSoJzrmKG7Pu8xMRxfsbfH6s-208O_,Activities,,hub,6,2025-07-09 19:53:43.344314,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
202,PLdgCSoJzrmKEoanjxHEKVl2FyqCFRc3Lf,New Zealand | Expedia,,hub,6,2025-07-09 19:53:43.344412,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
63,PLLV950EiSCvM1A7THW4y6MHHEO9rUAD46,Hilton Saved My Stay,"Experience how Hilton saves the stay with genuine hospitality and meaningful human connection. In this series, Hilton found travelers in the middle of rough stays with competitors and swooped in to ""save"" them. Tune in to see why It Matters Where You Stay—and how Hilton consistently goes the extra mile for every guest.",hero,6,2025-07-09 18:38:20.428409,2025-07-21 22:07:47,ai,False,False,3,Hilton,International
74,PLLV950EiSCvPGjX4N3629x_CTHJ9saBFY,The Stay Gifting Guide,"When your loved ones need a little less work and a lot more play, It Matters Where You Stay.
Looking for sure-to-please holiday gift ideas? Get inspired with curated stays that are certain to make memories, ensuring this holiday gift lasts forever.",hub,6,2025-07-09 18:38:20.435306,2025-07-21 22:07:47,ai,False,False,3,Hilton,International
116,PLu_CKZK3SEq8Thu_PBRH-mLDx9ZKe1JjG,Springtime Getaways,,hub,6,2025-07-09 19:38:41.985613,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
117,PLu_CKZK3SEq9gtxj6ZXmByW--4u4XzAy1,Cozy Winter Vibes,,hub,6,2025-07-09 19:38:41.985677,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
121,PLu_CKZK3SEq9tgJFe4LWVA-buZ0Zg6q6k,Travel By Design Podcast,"Behind the facade of every world-class hotel, there’s a story waiting to be heard. From a secluded overwater villa in the Maldives, to a rejuvenated royal palace in Budapest, to a trendy hotspot in downtown Los Angeles — join host Hamish Kilburn as he meets the architects, designers, and visionaries who dive deep into the craft of design and connect us to the world’s most extraordinary travel experiences. On each episode of Travel by Design Hamish chats with the creative mind behind a one-of-a-kind hotel — to hear how destination inspired their concept, how they brought it to life, and what it’s like to enjoy the space as a traveler.",hero,6,2025-07-09 19:38:41.985954,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
148,PLu_CKZK3SEq9CBaM8dTTDogGQ3iWZiqyO,Experience More with Mobile Check-In,"Marriott International has teamed with the Emmy-nominated, multi-platform internet and pop culture media brand What’s Trending and host Shira Lazar to produce five videos that feature a cross-range of YouTube influencers taking a tongue-in-cheek approach to capturing their personal journeys thanks to mobile check-in. Empowering travelers to experience more in cities around the world.",hero,6,2025-07-09 19:38:41.988753,2025-07-09 22:15:22.936047,ai,False,False,4,Marriott Bonvoy,International
149,PLu_CKZK3SEq88xaSsTbd2EZyzcdqALdll,Marriott’s #LondonUnfiltered Challenge,"Marriott challenged five London bloggers to photograph a day in their city with just a disposable camera and no filters allowed. Watch our videos to see how they got on!

Learn some more about #LondonUnfiltered: http://travel.marriott.co.uk/london/london-unfiltered/",hero,6,2025-07-09 19:38:41.988898,2025-07-09 22:15:22.939130,ai,False,False,4,Marriott Bonvoy,International
151,PLu_CKZK3SEq__XfXwzwKEbGmeFWZiIlZq,Live Music Events at Renaissance Hotels,Enjoy live musical performances and special guest appearances at Renaissance Hotels. For more information and upcoming event listings visit -  http://renhotels.com/events,hub,6,2025-07-09 19:38:41.989012,2025-07-09 22:15:22.954578,ai,False,False,4,Marriott Bonvoy,International
154,PLu_CKZK3SEq92p72s5JD3yxUibKE6L75N,Best of Marriott on YouTube,"Highlights and favorite videos from Marriott network on YouTube.

Subscribe to Marriott on YouTube - http://bit.ly/1tNA6dY",hub,6,2025-07-09 19:38:41.989115,2025-07-09 22:15:22.965373,ai,False,False,4,Marriott Bonvoy,International
241,PL4_9YHQqdJeChe0s0uLc3iS4-DZsdAWcE,L'Observatoire,"Vous vous posez des questions sur l'environnement qui vous entoure ? Vous êtes à la bonne porte. Venez avec nous pour découvrir les petits secrets de la nature, comment les insectes se comportent, pourquoi plante-t-on des forêts…? Vous en ressortirez que plus cultivé !",hub,6,2025-07-11 19:53:29.413374,2025-07-21 22:07:47,ai,False,False,5,Center Parcs France,France
243,PL4_9YHQqdJeABnwQC1LLh4lopIez9jDt4,Allô Center Parcs,"Allô allô, un problème, une question sur un cottage, sur nos équipements bébés, nos activités… on vous répond. Pas de panique, nous sommes là et prêts à vous aider !",hub,6,2025-07-11 19:53:29.413446,2025-07-21 22:07:47,ai,False,False,5,Center Parcs France,France
20,PL73P7QjiWmZjjv_y2yaZOv-qeF0eQ1ojC,Dansen met Bollo - Landal TV,,hub,6,2025-07-05 17:12:55.884298,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
44,PL4DD2CAE49584F7BE,Parken in Zwitserland,Video-impressies van de in Zwitserland gelegen parken van Landal GreenParks.,hub,6,2025-07-05 17:12:55.885749,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
2,PLQF0g2Fjoa9Shi-fwQIO_4OGdJ7QFid_g,MLB 2024,Learn about Booking.com and MLB's exciting partnership and how finding the right stay can make you a fan of any US city. Even your rival's,help,6,2025-07-05 16:48:04.248379,2025-07-21 22:07:47,ai,False,False,8,Booking.com,International
86,PLngX0v3VjNHJT9IaHT6NIhEtGGt-BGHGl,Abenteuer mit Koos,,hero,6,2025-07-09 19:22:44.086614,2025-07-21 22:07:47,ai,False,False,11,Roompot,Netherlands
280,PLZkZsSK33kzIjxShnpavZxmrzBcZ-yl0Y,Au plus vrai des vacances,,hub,6,2025-07-12 22:55:05.369056,2025-07-21 22:07:47,ai,False,False,14,Belambra,France
323,PLOZNuB-7l6V7xdvyUb3bKXXKU72uw8MuU,Découvrez-les vite !,Découvrez vite les profils qui font l'esprit Siblu !,,6,2025-07-12 22:55:20.713029,2025-07-21 22:07:47,ai,False,False,15,Siblu Villages,France
268,PLZdK_emUC9UzIye7wL6o8icwZYWgetEHO,Nos campings-villages en Italie,"Plutôt Toscane, Vénétie, Lac de Garde ou Sardaigne ? Retrouvez tous les campings-villages Homair Vacances en Italie : bit.ly/homair-ITe",help,6,2025-07-12 22:52:54.963563,2025-07-21 22:07:47,human,True,False,16,HOMAIR,France
305,PLXwBZNgnDXtWGDq-sqodkrGMOQte8xwN1,L'esprit Huttopia,"Vous êtes plutôt mer ? montagne ? ou l’âme d’un sportif ?

Chez Huttopia vous choisissez vos vacances ! Des activités ludiques, de plein air, de détente ou à sensations vous attendent dans nos Campings et Villages Huttopia.

Choisissez entre Camping et Village : https://europe.huttopia.com/camping-ou-village/

Trouvez la destination idéale selon vos critères : https://europe.huttopia.com/vos-envies/

_____________________________________________________

You are rather sea? Mountain ? or the soul of an athlete?

At Huttopia you choose your holidays! Fun, outdoor, relaxing or thrilling activities await you in our Huttopia Campsites and Villages.

Choose between Camping and Village: https://europe.huttopia.com/en/campsite-or-village/

Find the ideal destination according to your criteria: https://europe.huttopia.com/en/vos-envies/",hub,6,2025-07-12 22:55:14.174375,2025-07-21 22:07:47,ai,False,False,17,Huttopia Campings & Villages,France
308,PLXwBZNgnDXtUiA1SxEnvjvgnIFvrXrAeA,Les Villages Huttopia en France,"Huttopia Village est une offre de vacances destinée aux familles qui recherchent un cadre de nature exceptionnel pour leurs séjours.

Dans les Villages Huttopia, vous êtes certain de trouver un lieu unique où s’allient nature, confort et activités pour une déconnexion réussie au cœur de sites d’exception.

Une forêt, un espace préservé, un point de vue unique, un lac, un étang ou encore des hébergements atypiques vous attendent pour vous faire bénéficier d’une expérience et d’instants uniques.

🏔 4 destinations Villages en France à découvrir : https://europe.huttopia.com/destinations/villages/

_____________________________________________________


Huttopia Village is a holiday offer for families looking for an exceptional setting for their holidays.

In Huttopia Villages, you are certain to find a unique place where nature, comfort and activities combine for a successful disconnection at the heart of exceptional sites.

🏔 Discover 4 Villages destinations in France
https://europe.huttopia.com/en/destinations/villages-forestiers/",hub,6,2025-07-12 22:55:14.174590,2025-07-21 22:07:47,ai,False,False,17,Huttopia Campings & Villages,France
341,PL08aBiIheuyD-YKFtGGQhWyok54JM4u3A,TUI BLUE,,,6,2025-07-12 22:55:24.485751,2025-07-21 22:07:47,ai,False,False,20,TUI Deutschland,Germany
167,PLdgCSoJzrmKGnO-1x7T-ZUSyNtZzktgeZ,Discover Your Expedia Yellow,"Yellow is the color of warmth, joy, and confidence. What does yellow mean to you? #ExpediaYellow",hub,5,2025-07-09 19:53:43.343738,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
179,PLdgCSoJzrmKGj1yyzXPTIjq8cM7wSDm4t,Hawaii | Expedia,,hub,5,2025-07-09 19:53:43.344010,2025-07-21 22:07:47,ai,False,False,1,Expedia,International
112,PLu_CKZK3SEq8YpIihIWTWC3iJWRYCH67A,Fall Escapes and Cozy Moments,,hub,5,2025-07-09 19:38:41.985315,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
113,PLu_CKZK3SEq_94oIiulQOko30cYPlALAZ,Escape & Unwind: Relaxing Sights & Sounds of Marriott Bonvoy,"Travel around the world to experience the tranquil, scenic settings of Marriott Bonvoy.",hub,5,2025-07-09 19:38:41.985392,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
118,PLu_CKZK3SEq8rVmkxV7EdhjgTd8GuwDs0,Up Close & Unexpected x Mercedes-AMG PETRONAS F1 Team,"Join us on a thrilling tour across Europe and the Middle East to experience the most exciting races. Discover amazing destinations, unforgettable Marriott Bonvoy experiences, and exceptional hotels—all in one incredible journey.",hero,5,2025-07-09 19:38:41.985741,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
132,PLu_CKZK3SEq8j6MaX8XI6OwoUAZt8hJqe,Leadership Tips from Mercedes-AMG Petronas Formula One Team,,hub,5,2025-07-09 19:38:41.987219,2025-07-21 22:07:47,ai,False,False,4,Marriott Bonvoy,International
136,PLu_CKZK3SEq-WnpUSd2zZJTGnsNa0x_w4,Good Travel Talk,,hero,5,2025-07-09 19:38:41.987680,2025-07-09 22:15:22.869681,ai,False,False,4,Marriott Bonvoy,International
145,PLu_CKZK3SEq8XJw8kV3wvg_Q_4w04THwN,Hot Shoppe: An Original Marriott Series,"Join us in watching an original series that illustrates Marriott’s core values in five fictional stories. When it comes to service, nobody can beat J.W., Alice, and their Hot Shoppe team. Watch as they put people first, pursue excellence, embrace change, act with integrity, and serve our world.

http://www.marriott.com/culture-and-values/core-values.mi",hero,5,2025-07-09 19:38:41.988621,2025-07-09 22:15:22.917087,ai,False,False,4,Marriott Bonvoy,International
238,PL4_9YHQqdJeCTheYPGtJ769zZrPCnMB2Q,Les régions autour de nos domaines,"Avis aux curieux et aux friands de nouvelles aventures ! Si vous aimez l'expérience Center Parcs et que vous souhaitez enrichir votre séjour en visitant les belles régions qui entourent nos domaines, c'est par ici ! Il n'y a plus qu'à vous laissez-vous guider…",hub,5,2025-07-11 19:53:29.413259,2025-07-21 22:07:47,ai,False,False,5,Center Parcs France,France
245,PL4_9YHQqdJeAOsYN_0GGNk-wCi861zISo,Il Était Une Fois | Center Parcs,"Il était une fois un lieu unique, en osmose avec la nature, idéal pour vous ressourcer, profiter de vos proches, et vivre des moments inoubliables.",hub,5,2025-07-11 19:53:29.413522,2025-07-21 22:07:47,ai,False,False,5,Center Parcs France,France
250,PL4_9YHQqdJeCUDdTnFuLHKBUyrxjm2C0Q,Les Domaines de Center Parcs en Allemagne,"Envie de partir en vacances aventure au cœur de la nature allemande en famille ou entre amis ? Un séjour à Center Parcs en Allemagne comblera vos attentes ! Découvrez nos Domaines allemands en Allemagne du Sud, en Rhénanie du Nord, en Rhénanie Palatinat, dans le Saarland, en Lüneburger Heide et en Nordseeküste.",hub,5,2025-07-11 19:53:29.413733,2025-07-21 22:07:47,ai,False,False,5,Center Parcs France,France
18,PL73P7QjiWmZj0_5ltiWjS5QxyPOZNOk0Q,Homeoweners,,hub,5,2025-07-05 17:12:55.884213,2025-07-05 17:37:39.905957,ai,False,False,7,Landal,Netherlands
24,PL73P7QjiWmZiuAt9yvMjNvj9ldWWdPYAw,Overige video's,,hub,5,2025-07-05 17:12:55.884635,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
30,FLs0JRl3oKLg4O3v37er3MlA,Favorites,,hero,5,2025-07-05 17:12:55.884907,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
31,PL73P7QjiWmZiQthPdlbTUJhbvMOn7qt0V,Parken in Flevoland (NL),Video-impressies van de in Flevoland gelegen parken van Landal GreenParks.,hub,5,2025-07-05 17:12:55.884946,2025-07-21 22:07:47,ai,False,False,7,Landal,Netherlands
1,PLQF0g2Fjoa9SEpwtFCuUCpvd60A1tOv-A,Find exactly what you're booking for,,hub,5,2025-07-05 16:48:04.247022,2025-07-21 22:07:47,human,True,False,8,Booking.com,International
56,PLSjhlvQVKFhshGT45wQROUYtB73ZjfK9I,Academies,,hub,5,2025-07-05 18:35:12.634485,2025-07-21 22:07:47,ai,False,False,12,Hof van Saksen,Netherlands
228,PLe_YVMnS1oXYpboGSSb4GjaibhG05UbGu,Don't just see a place,,hub,5,2025-07-11 12:28:06.094775,2025-07-21 22:07:47,human,True,False,13,Airbnb,International
229,PLe_YVMnS1oXbasQ74-QSX0bMCdyvgSwYt,Get an Airbnb,,hero,5,2025-07-11 12:28:06.100765,2025-07-21 22:07:47,human,True,False,13,Airbnb,International
278,PLZkZsSK33kzLI6_eoeWpTeeNHUH-gXWko,Au plus vrai des vacances : hiver 2023-2024,,hub,5,2025-07-12 22:55:05.365798,2025-07-21 22:07:47,ai,False,False,14,Belambra,France
266,PLZdK_emUC9UwpsS-fcHzjld8wU0KqehFp,Animations !,,hub,5,2025-07-12 22:52:54.963514,2025-07-21 22:07:47,human,True,False,16,HOMAIR,France
303,PLXwBZNgnDXtUmAe3Ye3h_sQXRycPfhxuK,Les destinations en 360° chez Huttopia,"Découvrez les destinations Campings et Villages Huttopia d'une toute autre manière ! Nous vous proposons des vidéos découvertes en 360°. Plongez dans l'univers du camping en bougeant votre téléphone, regardez tout autour de vous pour découvrir la destination !

🏕🌲 En savoir plus sur les destinations Campings et Villages :
https://europe.huttopia.com/destinations/

_____________________________________________________________________________

Discover Huttopia Campsites and Villages destinations in a whole new way! We offer you videos discovered in 360 °. Immerse yourself in the world of camping by moving your phone, look all around you to discover the destination!

🏕🌲 Learn more about Campsites and Villages destinations:
https://europe.huttopia.com/en/destinations/",hub,5,2025-07-12 22:55:14.174233,2025-07-21 11:49:54.412984,ai,False,False,17,Huttopia Campings & Villages,France
337,PL08aBiIheuyBgzBuhLroJS2ggLbnTtSQZ,Nachhaltiges Reisen mit TUI,,hub,5,2025-07-12 22:55:24.484273,2025-07-21 22:07:47,ai,False,False,20,TUI Deutschland,Germany
344,PL08aBiIheuyAkexnOQM-ipcfre3KNLD7X,TUI Care Foundation,,,5,2025-07-12 22:55:24.486569,2025-07-21 22:07:47,ai,False,False,20,TUI Deutschland,Germany
